timesteps,episode,success
37455,5152,1
37459,5153,1
37462,5154,1
37465,5155,1
37468,5156,1
37470,5157,1
37471,5158,1
37473,5159,1
37475,5160,1
37478,5161,1
37480,5162,1
37483,5163,1
37486,5164,1
37489,5165,1
37493,5166,1
37496,5167,1
37500,5168,1
37501,5169,1
37504,5170,1
37507,5171,1
37508,5172,1
37511,5173,1
37513,5174,1
37516,5175,1
37519,5176,1
37523,5177,1
37527,5178,1
37529,5179,1
37532,5180,1
37536,5181,1
37541,5182,1
37543,5183,1
37547,5184,1
37551,5185,1
37555,5186,1
37557,5187,1
37560,5188,1
37562,5189,1
37565,5190,1
37569,5191,1
37573,5192,1
37576,5193,1
37578,5194,1
37582,5195,1
37585,5196,1
37587,5197,1
37589,5198,1
37593,5199,1
37596,5200,1
37599,5201,1
37602,5202,1
37604,5203,1
37607,5204,1
37611,5205,1
37615,5206,1
37617,5207,1
37620,5208,1
37623,5209,1
37626,5210,1
37629,5211,1
37631,5212,1
37633,5213,1
37637,5214,1
37641,5215,1
37644,5216,1
37646,5217,1
37650,5218,1
37654,5219,1
37657,5220,1
37660,5221,1
37662,5222,1
37665,5223,1
37668,5224,1
37673,5225,1
37676,5226,1
37677,5227,1
37678,5228,1
37679,5229,1
37683,5230,1
37685,5231,1
37688,5232,1
37692,5233,1
37695,5234,1
37699,5235,1
37703,5236,1
37707,5237,1
37712,5238,1
37714,5239,1
37715,5240,1
37719,5241,1
37722,5242,1
37725,5243,1
37728,5244,1
37732,5245,1
37734,5246,1
37737,5247,1
37741,5248,1
37744,5249,1
37747,5250,1
37750,5251,1
37753,5252,1
37756,5253,1
37759,5254,1
37761,5255,1
37764,5256,1
37766,5257,1
37769,5258,1
37772,5259,1
37775,5260,1
37777,5261,1
37781,5262,1
37783,5263,1
37785,5264,1
37787,5265,1
37789,5266,1
37792,5267,1
37794,5268,1
37796,5269,1
37799,5270,1
37803,5271,1
37807,5272,1
37811,5273,1
37812,5274,1
37814,5275,1
37815,5276,1
37818,5277,1
37822,5278,1
37825,5279,1
37828,5280,1
37831,5281,1
37833,5282,1
37837,5283,1
37840,5284,1
37842,5285,1
37845,5286,1
37849,5287,1
37852,5288,1
37854,5289,1
37856,5290,1
37857,5291,1
37861,5292,1
37864,5293,1
37866,5294,1
37869,5295,1
37874,5296,1
37877,5297,1
37879,5298,1
37882,5299,1
37884,5300,1
37887,5301,1
37888,5302,1
37891,5303,1
37894,5304,1
37897,5305,1
37900,5306,1
37903,5307,1
37906,5308,1
37910,5309,1
37913,5310,1
37916,5311,1
37918,5312,1
37921,5313,1
37924,5314,1
37926,5315,1
37931,5316,1
37934,5317,1
37937,5318,1
37940,5319,1
37942,5320,1
37945,5321,1
37947,5322,1
37951,5323,1
37954,5324,1
37955,5325,1
37959,5326,1
37961,5327,1
37963,5328,1
37965,5329,1
37968,5330,1
37971,5331,1
37974,5332,1
37976,5333,1
37981,5334,1
37984,5335,1
37987,5336,1
37990,5337,1
37994,5338,1
37997,5339,1
37998,5340,1
38000,5341,1
38003,5342,1
38006,5343,1
38010,5344,1
38012,5345,1
38015,5346,1
38018,5347,1
38020,5348,1
38024,5349,1
38028,5350,1
38030,5351,1
38034,5352,1
38037,5353,1
38040,5354,1
38042,5355,1
38044,5356,1
38046,5357,1
38047,5358,1
38050,5359,1
38051,5360,1
38053,5361,1
38055,5362,1
38057,5363,1
38060,5364,1
38062,5365,1
38065,5366,1
38069,5367,1
38073,5368,1
38075,5369,1
38079,5370,1
38080,5371,1
38082,5372,1
38084,5373,1
38088,5374,1
38092,5375,1
38096,5376,1
38100,5377,1
38102,5378,1
38104,5379,1
38107,5380,1
38109,5381,1
38111,5382,1
38113,5383,1
38115,5384,1
38119,5385,1
38122,5386,1
38125,5387,1
38129,5388,1
38133,5389,1
38137,5390,1
38138,5391,1
38139,5392,1
38142,5393,1
38145,5394,1
38148,5395,1
38150,5396,1
38152,5397,1
38156,5398,1
38160,5399,1
38163,5400,1
38165,5401,1
38168,5402,1
38171,5403,1
38174,5404,1
38177,5405,1
38181,5406,1
38184,5407,1
38187,5408,1
38190,5409,1
38192,5410,1
38195,5411,1
38199,5412,1
38204,5413,1
38208,5414,1
38210,5415,1
38211,5416,1
38215,5417,1
38218,5418,1
38220,5419,1
38224,5420,1
38226,5421,1
38229,5422,1
38231,5423,1
38234,5424,1
38238,5425,1
38241,5426,1
38242,5427,1
38245,5428,1
38247,5429,1
38250,5430,1
38253,5431,1
38256,5432,1
38259,5433,1
38262,5434,1
38265,5435,1
38268,5436,1
38271,5437,1
38273,5438,1
38277,5439,1
38280,5440,1
38282,5441,1
38285,5442,1
38288,5443,1
38289,5444,1
38292,5445,1
38296,5446,1
38297,5447,1
38301,5448,1
38302,5449,1
38306,5450,1
38309,5451,1
38312,5452,1
38315,5453,1
38318,5454,1
38320,5455,1
38323,5456,1
38325,5457,1
38328,5458,1
38331,5459,1
38335,5460,1
38338,5461,1
38341,5462,1
38343,5463,1
38344,5464,1
38347,5465,1
38350,5466,1
38353,5467,1
38355,5468,1
38357,5469,1
38360,5470,1
38364,5471,1
38367,5472,1
38370,5473,1
38373,5474,1
38376,5475,1
38379,5476,1
38383,5477,1
38386,5478,1
38389,5479,1
38392,5480,1
38395,5481,1
38398,5482,1
38401,5483,1
38404,5484,1
38406,5485,1
38409,5486,1
38412,5487,1
38416,5488,1
38418,5489,1
38419,5490,1
38423,5491,1
38426,5492,1
38429,5493,1
38431,5494,1
38433,5495,1
38436,5496,1
38439,5497,1
38442,5498,1
38446,5499,1
38449,5500,1
38452,5501,1
38454,5502,1
38456,5503,1
38459,5504,1
38463,5505,1
38466,5506,1
38468,5507,1
38470,5508,1
38473,5509,1
38477,5510,1
38481,5511,1
38483,5512,1
38486,5513,1
38489,5514,1
38493,5515,1
38496,5516,1
38499,5517,1
38501,5518,1
38505,5519,1
38508,5520,1
38510,5521,1
38513,5522,1
38515,5523,1
38518,5524,1
38520,5525,1
38523,5526,1
38527,5527,1
38531,5528,1
38534,5529,1
38537,5530,1
38541,5531,1
38544,5532,1
38546,5533,1
38550,5534,1
38553,5535,1
38557,5536,1
38560,5537,1
38562,5538,1
38566,5539,1
38568,5540,1
38570,5541,1
38574,5542,1
38577,5543,1
38580,5544,1
38584,5545,1
38586,5546,1
38588,5547,1
38591,5548,1
38595,5549,1
38598,5550,1
38600,5551,1
38601,5552,1
38602,5553,1
38605,5554,1
38608,5555,1
38611,5556,1
38615,5557,1
38617,5558,1
38620,5559,1
38621,5560,1
38624,5561,1
38627,5562,1
38629,5563,1
38631,5564,1
38633,5565,1
38635,5566,1
38638,5567,1
38642,5568,1
38646,5569,1
38649,5570,1
38653,5571,1
38656,5572,1
38659,5573,1
38662,5574,1
38666,5575,1
38670,5576,1
38674,5577,1
38677,5578,1
38680,5579,1
38684,5580,1
38688,5581,1
38692,5582,1
38696,5583,1
38699,5584,1
38703,5585,1
38706,5586,1
38707,5587,1
38710,5588,1
38713,5589,1
38717,5590,1
38719,5591,1
38721,5592,1
38723,5593,1
38726,5594,1
38729,5595,1
38732,5596,1
38735,5597,1
38739,5598,1
38741,5599,1
38744,5600,1
38748,5601,1
38750,5602,1
38752,5603,1
38754,5604,1
38757,5605,1
38760,5606,1
38764,5607,1
38768,5608,1
38771,5609,1
38774,5610,1
38776,5611,1
38779,5612,1
38782,5613,1
38784,5614,1
38787,5615,1
38790,5616,1
38793,5617,1
38796,5618,1
38798,5619,1
38801,5620,1
38802,5621,1
38804,5622,1
38807,5623,1
38809,5624,1
38810,5625,1
38813,5626,1
38816,5627,1
38818,5628,1
38820,5629,1
38823,5630,1
38826,5631,1
38829,5632,1
38830,5633,1
38833,5634,1
38836,5635,1
38837,5636,1
38840,5637,1
38842,5638,1
38844,5639,1
38847,5640,1
38849,5641,1
38852,5642,1
38857,5643,1
38860,5644,1
38864,5645,1
38866,5646,1
38870,5647,1
38874,5648,1
38878,5649,1
38879,5650,1
38883,5651,1
38885,5652,1
38889,5653,1
38893,5654,1
38895,5655,1
38898,5656,1
38900,5657,1
38903,5658,1
38906,5659,1
38910,5660,1
38913,5661,1
38916,5662,1
38918,5663,1
38919,5664,1
38922,5665,1
38925,5666,1
38928,5667,1
38932,5668,1
38935,5669,1
38938,5670,1
38940,5671,1
38941,5672,1
38944,5673,1
38946,5674,1
38948,5675,1
38952,5676,1
38954,5677,1
38956,5678,1
38959,5679,1
38962,5680,1
38964,5681,1
38967,5682,1
38969,5683,1
38972,5684,1
38975,5685,1
38979,5686,1
38981,5687,1
38985,5688,1
38987,5689,1
38990,5690,1
38991,5691,1
38995,5692,1
38996,5693,1
38999,5694,1
39000,5695,1
39003,5696,1
39006,5697,1
39009,5698,1
39012,5699,1
39015,5700,1
39019,5701,1
39022,5702,1
39025,5703,1
39026,5704,1
39028,5705,1
39031,5706,1
39035,5707,1
39037,5708,1
39038,5709,1
39040,5710,1
39044,5711,1
39047,5712,1
39051,5713,1
39054,5714,1
39056,5715,1
39057,5716,1
39061,5717,1
39063,5718,1
39065,5719,1
39068,5720,1
39069,5721,1
39074,5722,1
39077,5723,1
39081,5724,1
39084,5725,1
39087,5726,1
39091,5727,1
39093,5728,1
39096,5729,1
39098,5730,1
39099,5731,1
39102,5732,1
39105,5733,1
39107,5734,1
39110,5735,1
39114,5736,1
39117,5737,1
39121,5738,1
39124,5739,1
39125,5740,1
39128,5741,1
39130,5742,1
39134,5743,1
39135,5744,1
39139,5745,1
39143,5746,1
39145,5747,1
39147,5748,1
39149,5749,1
39152,5750,1
39155,5751,1
39159,5752,1
39162,5753,1
39165,5754,1
39168,5755,1
39171,5756,1
39174,5757,1
39175,5758,1
39178,5759,1
39180,5760,1
39182,5761,1
39184,5762,1
39188,5763,1
39191,5764,1
39194,5765,1
39198,5766,1
39202,5767,1
39204,5768,1
39208,5769,1
39212,5770,1
39216,5771,1
39220,5772,1
39223,5773,1
39225,5774,1
39226,5775,1
39230,5776,1
39232,5777,1
39233,5778,1
39236,5779,1
39238,5780,1
39242,5781,1
39245,5782,1
39248,5783,1
39251,5784,1
39253,5785,1
39256,5786,1
39258,5787,1
39260,5788,1
39262,5789,1
39265,5790,1
39269,5791,1
39273,5792,1
39276,5793,1
39279,5794,1
39281,5795,1
39282,5796,1
39285,5797,1
39287,5798,1
39290,5799,1
39291,5800,1
39293,5801,1
39296,5802,1
39299,5803,1
39303,5804,1
39306,5805,1
39309,5806,1
39312,5807,1
39315,5808,1
39317,5809,1
39319,5810,1
39323,5811,1
39324,5812,1
39328,5813,1
39332,5814,1
39335,5815,1
39339,5816,1
39343,5817,1
39346,5818,1
39350,5819,1
39353,5820,1
39355,5821,1
39358,5822,1
39362,5823,1
39366,5824,1
39369,5825,1
39373,5826,1
39376,5827,1
39379,5828,1
39381,5829,1
39384,5830,1
39387,5831,1
39389,5832,1
39392,5833,1
39396,5834,1
39400,5835,1
39403,5836,1
39405,5837,1
39406,5838,1
39409,5839,1
39411,5840,1
39414,5841,1
39417,5842,1
39420,5843,1
39423,5844,1
39426,5845,1
39428,5846,1
39431,5847,1
39434,5848,1
39437,5849,1
39442,5850,1
39444,5851,1
39448,5852,1
39451,5853,1
39454,5854,1
39458,5855,1
39460,5856,1
39464,5857,1
39467,5858,1
39469,5859,1
39472,5860,1
39474,5861,1
39476,5862,1
39480,5863,1
39483,5864,1
39486,5865,1
39489,5866,1
39490,5867,1
39491,5868,1
39494,5869,1
39496,5870,1
39499,5871,1
39501,5872,1
39504,5873,1
39507,5874,1
39510,5875,1
39514,5876,1
39517,5877,1
39519,5878,1
39521,5879,1
39525,5880,1
39529,5881,1
39533,5882,1
39536,5883,1
39538,5884,1
39539,5885,1
39542,5886,1
39544,5887,1
39547,5888,1
39549,5889,1
39551,5890,1
39555,5891,1
39558,5892,1
39561,5893,1
39564,5894,1
39568,5895,1
39572,5896,1
39574,5897,1
39576,5898,1
39579,5899,1
39581,5900,1
39583,5901,1
39586,5902,1
39590,5903,1
39592,5904,1
39594,5905,1
39597,5906,1
39601,5907,1
39604,5908,1
39606,5909,1
39609,5910,1
39613,5911,1
39615,5912,1
39618,5913,1
39620,5914,1
39624,5915,1
39628,5916,1
39630,5917,1
39633,5918,1
39636,5919,1
39639,5920,1
39642,5921,1
39645,5922,1
39646,5923,1
39649,5924,1
39652,5925,1
39655,5926,1
39657,5927,1
39660,5928,1
39664,5929,1
39666,5930,1
39669,5931,1
39670,5932,1
39673,5933,1
39676,5934,1
39679,5935,1
39683,5936,1
39685,5937,1
39689,5938,1
39692,5939,1
39694,5940,1
39696,5941,1
39699,5942,1
39703,5943,1
39706,5944,1
39707,5945,1
39711,5946,1
39712,5947,1
39716,5948,1
39720,5949,1
39722,5950,1
39725,5951,1
39728,5952,1
39730,5953,1
39732,5954,1
39733,5955,1
39736,5956,1
39738,5957,1
39741,5958,1
39743,5959,1
39745,5960,1
39749,5961,1
39752,5962,1
39755,5963,1
39758,5964,1
39761,5965,1
39764,5966,1
39766,5967,1
39769,5968,1
39773,5969,1
39777,5970,1
39780,5971,1
39783,5972,1
39786,5973,1
39789,5974,1
39792,5975,1
39794,5976,1
39797,5977,1
39800,5978,1
39804,5979,1
39807,5980,1
39810,5981,1
39813,5982,1
39814,5983,1
39816,5984,1
39820,5985,1
39822,5986,1
39823,5987,1
39827,5988,1
39831,5989,1
39835,5990,1
39838,5991,1
39840,5992,1
39843,5993,1
39845,5994,1
39848,5995,1
39852,5996,1
39855,5997,1
39859,5998,1
39862,5999,1
39863,6000,1
39866,6001,1
39870,6002,1
39873,6003,1
39876,6004,1
39878,6005,1
39881,6006,1
39883,6007,1
39886,6008,1
39890,6009,1
39892,6010,1
39895,6011,1
39898,6012,1
39901,6013,1
39904,6014,1
39905,6015,1
39908,6016,1
39912,6017,1
39916,6018,1
39918,6019,1
39920,6020,1
39923,6021,1
39925,6022,1
39929,6023,1
39931,6024,1
39934,6025,1
39936,6026,1
39940,6027,1
39944,6028,1
39947,6029,1
39951,6030,1
39953,6031,1
39954,6032,1
39958,6033,1
39960,6034,1
39963,6035,1
39966,6036,1
39969,6037,1
39973,6038,1
39977,6039,1
39980,6040,1
39984,6041,1
39988,6042,1
39991,6043,1
39993,6044,1
39996,6045,1
40000,6046,1
40003,6047,1
40006,6048,1
40010,6049,1
40014,6050,1
40017,6051,1
40019,6052,1
40021,6053,1
40024,6054,1
40027,6055,1
40030,6056,1
40034,6057,1
40036,6058,1
40040,6059,1
40044,6060,1
40045,6061,1
40047,6062,1
40049,6063,1
40053,6064,1
40056,6065,1
40058,6066,1
40062,6067,1
40064,6068,1
40066,6069,1
40070,6070,1
40074,6071,1
40076,6072,1
40079,6073,1
40081,6074,1
40085,6075,1
40089,6076,1
40092,6077,1
40095,6078,1
40099,6079,1
40103,6080,1
40107,6081,1
40109,6082,1
40113,6083,1
40115,6084,1
40116,6085,1
40120,6086,1
40124,6087,1
40125,6088,1
40128,6089,1
40132,6090,1
40134,6091,1
40136,6092,1
40139,6093,1
40142,6094,1
40144,6095,1
40145,6096,1
40147,6097,1
40149,6098,1
40152,6099,1
40155,6100,1
40156,6101,1
40159,6102,1
40162,6103,1
40166,6104,1
40169,6105,1
40172,6106,1
40174,6107,1
40176,6108,1
40177,6109,1
40180,6110,1
40182,6111,1
40185,6112,1
40189,6113,1
40191,6114,1
40194,6115,1
40196,6116,1
40198,6117,1
40201,6118,1
40202,6119,1
40206,6120,1
40209,6121,1
40212,6122,1
40216,6123,1
40219,6124,1
40222,6125,1
40225,6126,1
40228,6127,1
40230,6128,1
40232,6129,1
40233,6130,1
40236,6131,1
40239,6132,1
40243,6133,1
40245,6134,1
40249,6135,1
40253,6136,1
40258,6137,1
40261,6138,1
40264,6139,1
40265,6140,1
40266,6141,1
40268,6142,1
40271,6143,1
40274,6144,1
40276,6145,1
40279,6146,1
40283,6147,1
40286,6148,1
40289,6149,1
40292,6150,1
40295,6151,1
40298,6152,1
40299,6153,1
40301,6154,1
40304,6155,1
40306,6156,1
40308,6157,1
40311,6158,1
40315,6159,1
40318,6160,1
40319,6161,1
40322,6162,1
40325,6163,1
40328,6164,1
40332,6165,1
40335,6166,1
40338,6167,1
40340,6168,1
40342,6169,1
40345,6170,1
40347,6171,1
40349,6172,1
40352,6173,1
40355,6174,1
40357,6175,1
40360,6176,1
40363,6177,1
40366,6178,1
40369,6179,1
40371,6180,1
40374,6181,1
40377,6182,1
40378,6183,1
40382,6184,1
40383,6185,1
40385,6186,1
40386,6187,1
40389,6188,1
40392,6189,1
40395,6190,1
40398,6191,1
40401,6192,1
40402,6193,1
40406,6194,1
40409,6195,1
40411,6196,1
40414,6197,1
40417,6198,1
40420,6199,1
40423,6200,1
40426,6201,1
40429,6202,1
40432,6203,1
40435,6204,1
40439,6205,1
40441,6206,1
40445,6207,1
40448,6208,1
40452,6209,1
40455,6210,1
40458,6211,1
40461,6212,1
40464,6213,1
40468,6214,1
40471,6215,1
40474,6216,1
40477,6217,1
40480,6218,1
40483,6219,1
40485,6220,1
40489,6221,1
40491,6222,1
40493,6223,1
40496,6224,1
40499,6225,1
40502,6226,1
40504,6227,1
40507,6228,1
40508,6229,1
40511,6230,1
40514,6231,1
40517,6232,1
40521,6233,1
40524,6234,1
40527,6235,1
40530,6236,1
40533,6237,1
40535,6238,1
40537,6239,1
40538,6240,1
40540,6241,1
40543,6242,1
40546,6243,1
40548,6244,1
40552,6245,1
40555,6246,1
40557,6247,1
40560,6248,1
40564,6249,1
40567,6250,1
40571,6251,1
40574,6252,1
40578,6253,1
40580,6254,1
40583,6255,1
40585,6256,1
40588,6257,1
40589,6258,1
40592,6259,1
40595,6260,1
40597,6261,1
40599,6262,1
40603,6263,1
40605,6264,1
40608,6265,1
40611,6266,1
40615,6267,1
40618,6268,1
40619,6269,1
40622,6270,1
40625,6271,1
40628,6272,1
40631,6273,1
40633,6274,1
40636,6275,1
40639,6276,1
40642,6277,1
40645,6278,1
40648,6279,1
40650,6280,1
40654,6281,1
40657,6282,1
40660,6283,1
40663,6284,1
40666,6285,1
40668,6286,1
40672,6287,1
40674,6288,1
40677,6289,1
40681,6290,1
40685,6291,1
40689,6292,1
40691,6293,1
40694,6294,1
40696,6295,1
40700,6296,1
40702,6297,1
40705,6298,1
40709,6299,1
40712,6300,1
40715,6301,1
40717,6302,1
40721,6303,1
40725,6304,1
40728,6305,1
40731,6306,1
40733,6307,1
40736,6308,1
40740,6309,1
40743,6310,1
40747,6311,1
40750,6312,1
40753,6313,1
40756,6314,1
40761,6315,1
40765,6316,1
40767,6317,1
40769,6318,1
40772,6319,1
40773,6320,1
40775,6321,1
40777,6322,1
40780,6323,1
40782,6324,1
40786,6325,1
40790,6326,1
40793,6327,1
40797,6328,1
40799,6329,1
40802,6330,1
40805,6331,1
40807,6332,1
40811,6333,1
40814,6334,1
40817,6335,1
40821,6336,1
40823,6337,1
40826,6338,1
40829,6339,1
40831,6340,1
40834,6341,1
40836,6342,1
40839,6343,1
40842,6344,1
40845,6345,1
40848,6346,1
40850,6347,1
40852,6348,1
40854,6349,1
40855,6350,1
40857,6351,1
40859,6352,1
40863,6353,1
40865,6354,1
40868,6355,1
40871,6356,1
40874,6357,1
40876,6358,1
40878,6359,1
40880,6360,1
40882,6361,1
40885,6362,1
40887,6363,1
40890,6364,1
40892,6365,1
40895,6366,1
40899,6367,1
40902,6368,1
40906,6369,1
40907,6370,1
40910,6371,1
40913,6372,1
40917,6373,1
40920,6374,1
40923,6375,1
40926,6376,1
40927,6377,1
40930,6378,1
40933,6379,1
40935,6380,1
40938,6381,1
40942,6382,1
40944,6383,1
40947,6384,1
40951,6385,1
40953,6386,1
40956,6387,1
40958,6388,1
40959,6389,1
40961,6390,1
40962,6391,1
40966,6392,1
40969,6393,1
40971,6394,1
40973,6395,1
40976,6396,1
40979,6397,1
40983,6398,1
40986,6399,1
40990,6400,1
40993,6401,1
40996,6402,1
41000,6403,1
41002,6404,1
41005,6405,1
41007,6406,1
41010,6407,1
41012,6408,1
41015,6409,1
41017,6410,1
41018,6411,1
41022,6412,1
41024,6413,1
41027,6414,1
41030,6415,1
41033,6416,1
41034,6417,1
41035,6418,1
41037,6419,1
41041,6420,1
41044,6421,1
41046,6422,1
41049,6423,1
41052,6424,1
41054,6425,1
41057,6426,1
41060,6427,1
41063,6428,1
41067,6429,1
41070,6430,1
41073,6431,1
41077,6432,1
41080,6433,1
41082,6434,1
41085,6435,1
41089,6436,1
41092,6437,1
41095,6438,1
41097,6439,1
41100,6440,1
41103,6441,1
41107,6442,1
41110,6443,1
41113,6444,1
41114,6445,1
41116,6446,1
41119,6447,1
41122,6448,1
41125,6449,1
41129,6450,1
41132,6451,1
41134,6452,1
41136,6453,1
41138,6454,1
41140,6455,1
41144,6456,1
41147,6457,1
41151,6458,1
41153,6459,1
41155,6460,1
41158,6461,1
41161,6462,1
41164,6463,1
41167,6464,1
41170,6465,1
41173,6466,1
41174,6467,1
41176,6468,1
41180,6469,1
41184,6470,1
41186,6471,1
41189,6472,1
41193,6473,1
41197,6474,1
41200,6475,1
41202,6476,1
41205,6477,1
41209,6478,1
41213,6479,1
41215,6480,1
41218,6481,1
41221,6482,1
41225,6483,1
41228,6484,1
41229,6485,1
41232,6486,1
41235,6487,1
41236,6488,1
41240,6489,1
41242,6490,1
41245,6491,1
41249,6492,1
41252,6493,1
41257,6494,1
41260,6495,1
41264,6496,1
41266,6497,1
41269,6498,1
41271,6499,1
41274,6500,1
41276,6501,1
41280,6502,1
41282,6503,1
41284,6504,1
41286,6505,1
41288,6506,1
41290,6507,1
41294,6508,1
41297,6509,1
41299,6510,1
41303,6511,1
41306,6512,1
41309,6513,1
41312,6514,1
41313,6515,1
41316,6516,1
41319,6517,1
41322,6518,1
41326,6519,1
41329,6520,1
41332,6521,1
41335,6522,1
41336,6523,1
41340,6524,1
41343,6525,1
41346,6526,1
41347,6527,1
41350,6528,1
41353,6529,1
41357,6530,1
41358,6531,1
41361,6532,1
41363,6533,1
41366,6534,1
41370,6535,1
41373,6536,1
41377,6537,1
41380,6538,1
41383,6539,1
41387,6540,1
41389,6541,1
41393,6542,1
41395,6543,1
41398,6544,1
41400,6545,1
41403,6546,1
41405,6547,1
41409,6548,1
41410,6549,1
41411,6550,1
41414,6551,1
41415,6552,1
41417,6553,1
41419,6554,1
41421,6555,1
41423,6556,1
41426,6557,1
41429,6558,1
41432,6559,1
41436,6560,1
41440,6561,1
41443,6562,1
41446,6563,1
41449,6564,1
41453,6565,1
41456,6566,1
41459,6567,1
41463,6568,1
41466,6569,1
41468,6570,1
41469,6571,1
41472,6572,1
41475,6573,1
41478,6574,1
41481,6575,1
41485,6576,1
41488,6577,1
41491,6578,1
41495,6579,1
41497,6580,1
41500,6581,1
41502,6582,1
41504,6583,1
41508,6584,1
41511,6585,1
41514,6586,1
41517,6587,1
41521,6588,1
41523,6589,1
41524,6590,1
41527,6591,1
41530,6592,1
41532,6593,1
41534,6594,1
41537,6595,1
41541,6596,1
41544,6597,1
41546,6598,1
41549,6599,1
41553,6600,1
41556,6601,1
41559,6602,1
41561,6603,1
41563,6604,1
41566,6605,1
41568,6606,1
41571,6607,1
41575,6608,1
41577,6609,1
41581,6610,1
41583,6611,1
41587,6612,1
41589,6613,1
41592,6614,1
41595,6615,1
41597,6616,1
41600,6617,1
41603,6618,1
41606,6619,1
41610,6620,1
41613,6621,1
41616,6622,1
41620,6623,1
41623,6624,1
41626,6625,1
41631,6626,1
41634,6627,1
41638,6628,1
41643,6629,1
41646,6630,1
41650,6631,1
41652,6632,1
41654,6633,1
41658,6634,1
41661,6635,1
41664,6636,1
41667,6637,1
41670,6638,1
41673,6639,1
41677,6640,1
41678,6641,1
41680,6642,1
41682,6643,1
41686,6644,1
41689,6645,1
41691,6646,1
41694,6647,1
41698,6648,1
41703,6649,1
41705,6650,1
41708,6651,1
41712,6652,1
41715,6653,1
41717,6654,1
41719,6655,1
41723,6656,1
41724,6657,1
41726,6658,1
41729,6659,1
41730,6660,1
41733,6661,1
41737,6662,1
41740,6663,1
41742,6664,1
41745,6665,1
41748,6666,1
41750,6667,1
41753,6668,1
41755,6669,1
41758,6670,1
41760,6671,1
41764,6672,1
41765,6673,1
41769,6674,1
41772,6675,1
41775,6676,1
41778,6677,1
41781,6678,1
41784,6679,1
41787,6680,1
41790,6681,1
41792,6682,1
41795,6683,1
41798,6684,1
41801,6685,1
41804,6686,1
41806,6687,1
41809,6688,1
41812,6689,1
41814,6690,1
41817,6691,1
41819,6692,1
41823,6693,1
41826,6694,1
41830,6695,1
41832,6696,1
41835,6697,1
41838,6698,1
41841,6699,1
41844,6700,1
41847,6701,1
41850,6702,1
41853,6703,1
41856,6704,1
41857,6705,1
41860,6706,1
41862,6707,1
41864,6708,1
41867,6709,1
41870,6710,1
41873,6711,1
41876,6712,1
41878,6713,1
41881,6714,1
41884,6715,1
41887,6716,1
41889,6717,1
41891,6718,1
41892,6719,1
41894,6720,1
41897,6721,1
41900,6722,1
41903,6723,1
41905,6724,1
41908,6725,1
41912,6726,1
41915,6727,1
41917,6728,1
41919,6729,1
41922,6730,1
41925,6731,1
41928,6732,1
41930,6733,1
41933,6734,1
41936,6735,1
41938,6736,1
41940,6737,1
41944,6738,1
41947,6739,1
41949,6740,1
41952,6741,1
41955,6742,1
41958,6743,1
41960,6744,1
41963,6745,1
41966,6746,1
41968,6747,1
41970,6748,1
41973,6749,1
41976,6750,1
41978,6751,1
41981,6752,1
41983,6753,1
41986,6754,1
41989,6755,1
41992,6756,1
41996,6757,1
41998,6758,1
42000,6759,1
42002,6760,1
42004,6761,1
42007,6762,1
42009,6763,1
42012,6764,1
42015,6765,1
42018,6766,1
42021,6767,1
42024,6768,1
42027,6769,1
42030,6770,1
42032,6771,1
42034,6772,1
42035,6773,1
42038,6774,1
42041,6775,1
42044,6776,1
42046,6777,1
42049,6778,1
42053,6779,1
42057,6780,1
42060,6781,1
42063,6782,1
42065,6783,1
42068,6784,1
42069,6785,1
42071,6786,1
42073,6787,1
42075,6788,1
42079,6789,1
42081,6790,1
42084,6791,1
42086,6792,1
42088,6793,1
42091,6794,1
42093,6795,1
42096,6796,1
42099,6797,1
42103,6798,1
42106,6799,1
42109,6800,1
42112,6801,1
42115,6802,1
42118,6803,1
42120,6804,1
42123,6805,1
42126,6806,1
42129,6807,1
42130,6808,1
42133,6809,1
42136,6810,1
42137,6811,1
42140,6812,1
42143,6813,1
42146,6814,1
42148,6815,1
42149,6816,1
42151,6817,1
42153,6818,1
42157,6819,1
42160,6820,1
42163,6821,1
42164,6822,1
42167,6823,1
42169,6824,1
42173,6825,1
42176,6826,1
42179,6827,1
42182,6828,1
42185,6829,1
42187,6830,1
42190,6831,1
42193,6832,1
42195,6833,1
42198,6834,1
42200,6835,1
42203,6836,1
42205,6837,1
42209,6838,1
42212,6839,1
42214,6840,1
42217,6841,1
42219,6842,1
42220,6843,1
42224,6844,1
42227,6845,1
42230,6846,1
42234,6847,1
42238,6848,1
42240,6849,1
42243,6850,1
42245,6851,1
42249,6852,1
42253,6853,1
42256,6854,1
42259,6855,1
42262,6856,1
42264,6857,1
42267,6858,1
42269,6859,1
42270,6860,1
42273,6861,1
42277,6862,1
42281,6863,1
42282,6864,1
42284,6865,1
42287,6866,1
42290,6867,1
42292,6868,1
42294,6869,1
42297,6870,1
42300,6871,1
42303,6872,1
42306,6873,1
42309,6874,1
42312,6875,1
42315,6876,1
42317,6877,1
42320,6878,1
42323,6879,1
42327,6880,1
42329,6881,1
42331,6882,1
42335,6883,1
42338,6884,1
42341,6885,1
42344,6886,1
42347,6887,1
42351,6888,1
42355,6889,1
42358,6890,1
42361,6891,1
42363,6892,1
42365,6893,1
42368,6894,1
42370,6895,1
42371,6896,1
42375,6897,1
42377,6898,1
42380,6899,1
