#{"t_start": 1755965729.7466593, "env_id": "PandaReach-v3"}
r,l,t
-2.0,3,669.497284
-2.0,3,669.574297
-3.0,4,669.672226
-3.0,4,669.765635
-2.0,3,669.843575
0.0,1,669.86674
-1.0,2,669.912035
-3.0,4,670.000093
-2.0,3,670.074122
-2.0,3,670.141654
-3.0,4,670.219789
0.0,1,670.238533
-1.0,2,670.28233
-3.0,4,670.356691
-1.0,2,670.392467
-1.0,2,670.428382
-3.0,4,670.511769
-3.0,4,670.584935
-1.0,2,670.621927
-3.0,4,670.693169
-3.0,4,670.776028
-2.0,3,670.829743
-3.0,4,670.903645
-3.0,4,670.975671
-1.0,2,671.019791
-3.0,4,671.094849
-2.0,3,671.150966
-4.0,5,671.262698
-3.0,4,671.363618
-2.0,3,671.430089
-2.0,3,671.496987
-3.0,4,671.585704
-3.0,4,671.684059
-3.0,4,671.772807
-2.0,3,671.840458
-1.0,2,671.884807
-3.0,4,671.982534
-2.0,3,672.048474
-3.0,4,672.137294
-4.0,5,672.247638
-3.0,4,672.344014
0.0,1,672.367006
-2.0,3,672.433331
-2.0,3,672.499195
-2.0,3,672.572324
-2.0,3,672.640812
0.0,1,672.663643
0.0,1,672.687469
-4.0,5,672.809582
-2.0,3,672.876268
-2.0,3,672.944765
-3.0,4,673.03567
-3.0,4,673.133503
-2.0,3,673.195732
-3.0,4,673.267355
-2.0,3,673.324082
-3.0,4,673.406508
0.0,1,673.424861
-1.0,2,673.46056
-3.0,4,673.533972
-3.0,4,673.613973
-2.0,3,673.670257
0.0,1,673.688844
-2.0,3,673.742277
-2.0,3,673.809502
-2.0,3,673.866099
-3.0,4,673.93858
-2.0,3,673.992334
-3.0,4,674.074489
-1.0,2,674.110309
-1.0,2,674.147861
-2.0,3,674.205969
-3.0,4,674.302745
-1.0,2,674.348557
-2.0,3,674.415804
0.0,1,674.438406
-1.0,2,674.490236
-2.0,3,674.557304
-1.0,2,674.602113
-3.0,4,674.690259
-2.0,3,674.765192
-2.0,3,674.833118
-2.0,3,674.899243
-3.0,4,674.988376
-1.0,2,675.041571
-2.0,3,675.108654
-2.0,3,675.17416
-1.0,2,675.219262
-2.0,3,675.295545
-3.0,4,675.385102
0.0,1,675.407549
-2.0,3,675.473005
-1.0,2,675.525696
-2.0,3,675.593153
-2.0,3,675.659568
-1.0,2,675.704666
-1.0,2,675.757267
-2.0,3,675.824179
0.0,1,675.846553
-2.0,3,675.916052
-2.0,3,675.9919
-3.0,4,676.088115
-2.0,3,676.154308
-1.0,2,676.198432
-3.0,4,676.294629
-3.0,4,676.386031
-4.0,5,676.498938
-3.0,4,676.585888
-1.0,2,676.639228
-2.0,3,676.706151
-2.0,3,676.772842
-3.0,4,676.861368
0.0,1,676.892624
-3.0,4,676.985625
-1.0,2,677.032883
0.0,1,677.056561
-2.0,3,677.131219
-3.0,4,677.22282
-2.0,3,677.289272
-2.0,3,677.358247
-2.0,3,677.437001
0.0,1,677.462097
0.0,1,677.486648
-2.0,3,677.554002
-3.0,4,677.649254
-4.0,5,677.760422
0.0,1,677.784036
-2.0,3,677.851247
-1.0,2,677.9047
-3.0,4,677.995188
-3.0,4,678.083485
-2.0,3,678.151058
-5.0,6,678.341454
-1.0,2,678.37801
-1.0,2,678.415955
-3.0,4,678.489103
0.0,1,678.513013
-1.0,2,678.552806
-1.0,2,678.588935
-2.0,3,678.648137
-3.0,4,678.729383
-2.0,3,678.784479
-3.0,4,678.858488
-2.0,3,678.912574
-2.0,3,678.976722
-1.0,2,679.014092
-2.0,3,679.07107
-3.0,4,679.144886
-2.0,3,679.21047
-3.0,4,679.294539
-4.0,5,679.406325
-3.0,4,679.498429
-1.0,2,679.549826
-1.0,2,679.596218
-3.0,4,679.687007
0.0,1,679.709951
-3.0,4,679.807216
-3.0,4,679.897125
-1.0,2,679.941459
-2.0,3,680.009877
-3.0,4,680.106911
-3.0,4,680.194905
-1.0,2,680.239135
-2.0,3,680.305433
-1.0,2,680.358579
-2.0,3,680.425732
-1.0,2,680.470127
-1.0,2,680.516079
-2.0,3,680.589873
0.0,1,680.613402
0.0,1,680.635965
-2.0,3,680.702397
0.0,1,680.729773
-2.0,3,680.798384
-2.0,3,680.864054
-2.0,3,680.931518
-2.0,3,681.007087
-2.0,3,681.075158
-3.0,4,681.16413
-1.0,2,681.208657
-1.0,2,681.263107
-2.0,3,681.320324
-3.0,4,681.39309
-4.0,5,681.482725
-2.0,3,681.546298
-2.0,3,681.6006
-3.0,4,681.671936
-3.0,4,681.744691
-3.0,4,681.827215
-3.0,4,681.898681
-2.0,3,681.953872
-2.0,3,682.007603
-2.0,3,682.073872
-2.0,3,682.127609
-2.0,3,682.183143
-3.0,4,682.2562
-3.0,4,682.351524
-5.0,6,682.484927
-3.0,4,682.575352
-2.0,3,682.642856
-2.0,3,682.718125
-3.0,4,682.808627
-2.0,3,682.875024
-3.0,4,682.962861
-3.0,4,683.059956
-1.0,2,683.105632
-3.0,4,683.193346
0.0,1,683.215879
0.0,1,683.245944
-2.0,3,683.31455
-2.0,3,683.380643
-1.0,2,683.425411
-1.0,2,683.477919
-1.0,2,683.522629
-1.0,2,683.566788
-1.0,2,683.61169
-2.0,3,683.684526
-1.0,2,683.72941
0.0,1,683.751777
-2.0,3,683.818721
-2.0,3,683.893623
-1.0,2,683.938194
-1.0,2,683.983903
-2.0,3,684.049887
-2.0,3,684.125224
-2.0,3,684.195421
-1.0,2,684.239578
-2.0,3,684.307014
-2.0,3,684.371725
-2.0,3,684.425704
-1.0,2,684.461199
-3.0,4,684.532286
-3.0,4,684.613879
-2.0,3,684.669277
-2.0,3,684.722576
-2.0,3,684.777008
-1.0,2,684.821247
-1.0,2,684.859387
-1.0,2,684.895738
0.0,1,684.914606
-3.0,4,684.994734
-2.0,3,685.050295
-2.0,3,685.116058
-2.0,3,685.170528
-2.0,3,685.234546
-3.0,4,685.308987
-3.0,4,685.399544
-2.0,3,685.466586
-2.0,3,685.542813
-1.0,2,685.587067
-3.0,4,685.676398
-2.0,3,685.743179
-2.0,3,685.818023
-2.0,3,685.885585
-2.0,3,685.953042
-2.0,3,686.021384
-2.0,3,686.095551
0.0,1,686.118097
-1.0,2,686.160954
-2.0,3,686.228099
-3.0,4,686.324128
-1.0,2,686.369952
-1.0,2,686.414273
-2.0,3,686.480362
-2.0,3,686.55524
-2.0,3,686.624919
0.0,1,686.647669
-3.0,4,686.73712
-2.0,3,686.812119
-2.0,3,686.877666
-2.0,3,686.945123
-3.0,4,687.035051
-1.0,2,687.091208
-2.0,3,687.158966
-2.0,3,687.226589
-2.0,3,687.293596
-2.0,3,687.36894
0.0,1,687.392094
-1.0,2,687.439044
-1.0,2,687.484771
-3.0,4,687.585049
0.0,1,687.608227
-2.0,3,687.676519
-2.0,3,687.744763
-1.0,2,687.796597
-3.0,4,687.885697
-2.0,3,687.952795
0.0,1,687.975142
-1.0,2,688.028168
-1.0,2,688.073968
0.0,1,688.096462
-1.0,2,688.140689
-2.0,3,688.213742
-1.0,2,688.260896
-3.0,4,688.351529
-1.0,2,688.388395
-2.0,3,688.450778
-1.0,2,688.489027
-2.0,3,688.543244
-1.0,2,688.579074
-2.0,3,688.641764
-3.0,4,688.728539
-2.0,3,688.790726
-3.0,4,688.869794
-1.0,2,688.917584
-1.0,2,688.960301
-1.0,2,689.00447
-2.0,3,689.072955
-2.0,3,689.142762
-4.0,5,689.253837
0.0,1,689.276726
-1.0,2,689.317792
-3.0,4,689.418757
-3.0,4,689.518331
-3.0,4,689.616761
-6.0,7,689.78829
-2.0,3,689.868868
-1.0,2,689.918059
-5.0,6,690.064244
-1.0,2,690.113725
-3.0,4,690.21671
-2.0,3,690.289891
-2.0,3,690.364292
0.0,1,690.386649
-2.0,3,690.46622
-2.0,3,690.53185
-2.0,3,690.598887
-2.0,3,690.665524
-2.0,3,690.742663
-3.0,4,690.829527
-1.0,2,690.875023
-1.0,2,690.9188
-4.0,5,691.036446
-2.0,3,691.103091
0.0,1,691.125937
-2.0,3,691.193941
-3.0,4,691.291655
-2.0,3,691.362679
-2.0,3,691.42869
-3.0,4,691.517086
-2.0,3,691.591393
-3.0,4,691.680675
-4.0,5,691.790849
-1.0,2,691.836647
-1.0,2,691.890579
-7.0,8,692.063499
-1.0,2,692.108795
-3.0,4,692.197598
-2.0,3,692.273997
-2.0,3,692.341938
-3.0,4,692.432947
-2.0,3,692.499242
-3.0,4,692.596829
-4.0,5,692.708755
-2.0,3,692.776008
-4.0,5,692.949606
-1.0,2,692.999216
-2.0,3,693.066307
-2.0,3,693.132154
-3.0,4,693.223244
-2.0,3,693.299361
-1.0,2,693.34629
-2.0,3,693.414355
-1.0,2,693.459822
-2.0,3,693.535864
-3.0,4,693.625023
-3.0,4,693.713483
0.0,1,693.736439
-2.0,3,693.812245
0.0,1,693.834562
-2.0,3,693.901354
-3.0,4,693.9915
-2.0,3,694.070817
-1.0,2,694.120303
-2.0,3,694.195961
-2.0,3,694.264046
-2.0,3,694.342563
-2.0,3,694.408741
-2.0,3,694.465417
-2.0,3,694.520825
-3.0,4,694.60512
-3.0,4,694.67694
-2.0,3,694.732885
-2.0,3,694.787886
-3.0,4,694.870458
-2.0,3,694.925982
-2.0,3,694.982177
-3.0,4,695.057939
-2.0,3,695.123551
-1.0,2,695.160445
0.0,1,695.18023
-4.0,5,695.271461
-2.0,3,695.338755
0.0,1,695.35754
-3.0,4,695.430733
-3.0,4,695.519693
-3.0,4,695.617393
-1.0,2,695.662884
-2.0,3,695.730637
-2.0,3,695.797071
-3.0,4,695.89678
-3.0,4,695.984976
-3.0,4,696.076141
-2.0,3,696.143218
-2.0,3,696.218455
-3.0,4,696.307369
-3.0,4,696.399077
-3.0,4,696.488414
-3.0,4,696.587912
-3.0,4,696.678207
-2.0,3,696.744859
-4.0,5,696.856571
-2.0,3,696.932349
-2.0,3,696.99787
-2.0,3,697.06578
-3.0,4,697.154969
-2.0,3,697.23147
-2.0,3,697.300509
-2.0,3,697.367983
-2.0,3,697.436057
-3.0,4,697.534958
-1.0,2,697.580964
-2.0,3,697.648218
-2.0,3,697.714337
0.0,1,697.746067
-2.0,3,697.813458
-3.0,4,697.90315
-1.0,2,697.948464
-1.0,2,698.003332
-2.0,3,698.069836
-3.0,4,698.160443
-2.0,3,698.226222
0.0,1,698.256504
-2.0,3,698.325904
-3.0,4,698.42327
-2.0,3,698.486856
-2.0,3,698.55159
-2.0,3,698.607694
-3.0,4,698.679335
-2.0,3,698.734438
-3.0,4,698.817687
-2.0,3,698.874378
-3.0,4,698.948212
-3.0,4,699.022176
0.0,1,699.048803
-1.0,2,699.089423
-1.0,2,699.128325
-2.0,3,699.184439
-2.0,3,699.248958
-2.0,3,699.304057
0.0,1,699.324146
-2.0,3,699.382099
0.0,1,699.412881
-2.0,3,699.47004
0.0,1,699.499622
-1.0,2,699.558568
-3.0,4,699.665547
-1.0,2,699.712237
-1.0,2,699.760314
-3.0,4,699.854773
0.0,1,699.884913
0.0,1,699.909957
-2.0,3,699.977642
-2.0,3,700.050625
-1.0,2,700.103969
-2.0,3,700.173958
-3.0,4,700.26591
-3.0,4,700.354542
-1.0,2,700.414235
-2.0,3,700.481059
-1.0,2,700.526077
-2.0,3,700.592914
-3.0,4,700.691896
-2.0,3,700.75837
0.0,1,700.78103
-1.0,2,700.825382
-1.0,2,700.881077
-2.0,3,700.947397
-1.0,2,700.992043
-1.0,2,701.038169
0.0,1,701.067983
-2.0,3,701.139307
-2.0,3,701.205877
-2.0,3,701.272546
-1.0,2,701.328313
-1.0,2,701.373524
-1.0,2,701.418804
-3.0,4,701.50791
-3.0,4,701.606958
-1.0,2,701.651392
-2.0,3,701.718678
-3.0,4,701.808737
-3.0,4,701.906245
-2.0,3,701.973152
-2.0,3,702.040531
-3.0,4,702.131348
-3.0,4,702.230932
-2.0,3,702.29744
-3.0,4,702.387464
-2.0,3,702.455031
-1.0,2,702.508139
-3.0,4,702.581912
-3.0,4,702.653422
-4.0,5,702.745335
-2.0,3,702.811953
-1.0,2,702.849127
-1.0,2,702.885174
0.0,1,702.904253
-3.0,4,702.983976
-2.0,3,703.039051
-2.0,3,703.093639
-2.0,3,703.149293
-2.0,3,703.215297
-2.0,3,703.271064
0.0,1,703.290604
-1.0,2,703.32849
-2.0,3,703.392408
-3.0,4,703.466759
-3.0,4,703.546481
-2.0,3,703.612208
-2.0,3,703.689047
-3.0,4,703.780836
-3.0,4,703.871769
-2.0,3,703.938668
0.0,1,703.966404
-1.0,2,704.014382
-1.0,2,704.059232
-2.0,3,704.127862
-2.0,3,704.205001
-2.0,3,704.272129
-1.0,2,704.318731
-2.0,3,704.386605
-2.0,3,704.462377
-1.0,2,704.506847
-2.0,3,704.575011
-2.0,3,704.642015
-2.0,3,704.717003
-2.0,3,704.785527
-4.0,5,704.900722
-2.0,3,704.967778
-3.0,4,705.136884
-1.0,2,705.186006
-2.0,3,705.252525
-3.0,4,705.343121
-4.0,5,705.465028
-2.0,3,705.53332
-2.0,3,705.588835
-1.0,2,705.688462
-3.0,4,705.76782
-3.0,4,705.844162
-1.0,2,705.882884
-1.0,2,705.920577
-2.0,3,705.984801
-2.0,3,706.039354
-2.0,3,706.093437
-2.0,3,706.148901
-2.0,3,706.21564
0.0,1,706.234719
-2.0,3,706.290674
-2.0,3,706.348357
-2.0,3,706.411105
-2.0,3,706.466457
-3.0,4,706.541219
-3.0,4,706.631801
0.0,1,706.661901
-1.0,2,706.717264
-4.0,5,706.825979
-3.0,4,706.916581
-1.0,2,706.969846
-2.0,3,707.034729
-1.0,2,707.079175
-2.0,3,707.146463
-1.0,2,707.201305
-2.0,3,707.267617
-2.0,3,707.336185
-3.0,4,707.425681
-2.0,3,707.502335
-2.0,3,707.568855
-2.0,3,707.6368
-3.0,4,707.725555
0.0,1,707.755876
-3.0,4,707.845615
-2.0,3,707.915809
-2.0,3,707.983834
0.0,1,708.011992
-2.0,3,708.083511
-2.0,3,708.150484
-2.0,3,708.218993
-2.0,3,708.294528
-1.0,2,708.342623
-3.0,4,708.433697
-2.0,3,708.501667
-3.0,4,708.602257
-5.0,6,708.73452
0.0,1,708.757189
-2.0,3,708.823328
-2.0,3,708.901525
-2.0,3,708.969018
-1.0,2,709.013969
-2.0,3,709.082048
0.0,1,709.109573
-2.0,3,709.182473
-2.0,3,709.250762
-2.0,3,709.31959
-1.0,2,709.372698
-1.0,2,709.41939
-5.0,6,709.555918
-3.0,4,709.644757
-2.0,3,709.720479
-3.0,4,709.809707
-2.0,3,709.876384
-2.0,3,709.942208
-3.0,4,710.042333
-2.0,3,710.110299
-1.0,2,710.154683
-3.0,4,710.246231
-2.0,3,710.324328
0.0,1,710.348081
-2.0,3,710.416832
0.0,1,710.44021
-2.0,3,710.517767
-2.0,3,710.585958
-2.0,3,710.642628
-3.0,4,710.717941
-3.0,4,710.799875
0.0,1,710.818412
-2.0,3,710.872721
-1.0,2,710.909761
-1.0,2,710.954449
-3.0,4,711.030668
0.0,1,711.049651
-3.0,4,711.123302
-2.0,3,711.185599
-1.0,2,711.222539
-1.0,2,711.26093
-1.0,2,711.298306
-2.0,3,711.363824
-2.0,3,711.421367
-2.0,3,711.477178
-2.0,3,711.533426
-2.0,3,711.598112
-4.0,5,711.70644
-3.0,4,711.795163
-1.0,2,711.841138
-2.0,3,711.918375
-1.0,2,711.963964
-2.0,3,712.033119
-2.0,3,712.099605
-1.0,2,712.153228
-3.0,4,712.242912
-2.0,3,712.3096
-2.0,3,712.376624
-2.0,3,712.451523
-3.0,4,712.54396
-3.0,4,712.631869
-1.0,2,712.675645
0.0,1,712.703177
0.0,1,712.730161
-1.0,2,712.775842
-2.0,3,712.84242
-3.0,4,712.943778
-2.0,3,713.009877
-1.0,2,713.055923
-3.0,4,713.146682
0.0,1,713.180107
-2.0,3,713.249081
-1.0,2,713.293632
-1.0,2,713.339974
-2.0,3,713.417135
-2.0,3,713.4846
-3.0,4,713.574534
-1.0,2,713.618671
-1.0,2,713.671531
-2.0,3,713.738629
-2.0,3,713.806064
-3.0,4,713.895302
-3.0,4,713.993699
-1.0,2,714.039763
-2.0,3,714.107218
-2.0,3,714.172924
-2.0,3,714.250295
-2.0,3,714.320717
0.0,1,714.343611
-3.0,4,714.431934
-3.0,4,714.530685
0.0,1,714.554319
-1.0,2,714.604462
0.0,1,714.629983
-1.0,2,714.682575
-3.0,4,714.774556
-2.0,3,714.841527
-2.0,3,714.916846
-3.0,4,715.029029
-1.0,2,715.081089
-2.0,3,715.157615
-3.0,4,715.247205
-3.0,4,715.346441
0.0,1,715.369472
-1.0,2,715.414051
0.0,1,715.437274
-2.0,3,715.513471
-1.0,2,715.558338
-3.0,4,715.648429
0.0,1,715.671154
-2.0,3,715.749295
-2.0,3,715.817663
-1.0,2,715.861968
-3.0,4,715.952306
-2.0,3,716.0293
-3.0,4,716.119167
-1.0,2,716.164378
-1.0,2,716.21043
-1.0,2,716.326417
-2.0,3,716.398073
-1.0,2,716.443019
-1.0,2,716.489432
-2.0,3,716.564917
-1.0,2,716.609067
0.0,1,716.632238
0.0,1,716.655766
-2.0,3,716.721691
-1.0,2,716.757742
-1.0,2,716.794572
-2.0,3,716.84981
-3.0,4,716.931681
-3.0,4,717.003509
-1.0,2,717.040154
-1.0,2,717.077189
-3.0,4,717.159251
-2.0,3,717.215134
-2.0,3,717.269288
-3.0,4,717.344079
-3.0,4,717.427891
0.0,1,717.4465
-2.0,3,717.502926
-2.0,3,717.557466
-1.0,2,717.60271
-2.0,3,717.657828
-2.0,3,717.722486
-2.0,3,717.790694
-1.0,2,717.843856
-1.0,2,717.889102
-2.0,3,717.954966
-2.0,3,718.021291
-3.0,4,718.119904
-3.0,4,718.209966
-3.0,4,718.298069
-1.0,2,718.34588
-1.0,2,718.466618
-3.0,4,718.551867
-2.0,3,718.618484
-2.0,3,718.686144
0.0,1,718.714621
0.0,1,718.740815
-2.0,3,718.808837
-3.0,4,718.897737
-3.0,4,718.994929
-1.0,2,719.040451
-2.0,3,719.106798
-1.0,2,719.152344
0.0,1,719.180167
-3.0,4,719.272772
-2.0,3,719.340504
-2.0,3,719.40651
-3.0,4,719.503745
-2.0,3,719.569456
-3.0,4,719.658324
-2.0,3,719.72486
-3.0,4,719.823279
-2.0,3,719.888684
-1.0,2,719.934896
-2.0,3,720.001114
-1.0,2,720.054047
-1.0,2,720.099005
-1.0,2,720.143038
-2.0,3,720.209401
-3.0,4,720.308133
-1.0,2,720.353476
-2.0,3,720.421676
-1.0,2,720.465923
-2.0,3,720.543251
-3.0,4,720.631474
0.0,1,720.654716
-1.0,2,720.700015
-2.0,3,720.765219
-1.0,2,720.8026
-1.0,2,720.839086
-2.0,3,720.892873
-3.0,4,720.972295
0.0,1,720.992158
-2.0,3,721.046552
-3.0,4,721.120435
-3.0,4,721.200475
-2.0,3,721.255713
-1.0,2,721.294632
-3.0,4,721.369174
-2.0,3,721.432437
-1.0,2,721.468706
-2.0,3,721.525314
-1.0,2,721.561924
-6.0,7,721.701554
-1.0,2,721.744959
-1.0,2,721.790899
-3.0,4,721.879769
-2.0,3,721.956902
-2.0,3,722.022443
-1.0,2,722.067337
-3.0,4,722.154947
-3.0,4,722.252775
-2.0,3,722.319667
-3.0,4,722.409555
-2.0,3,722.476161
-2.0,3,722.555696
-4.0,5,722.668459
-3.0,4,722.757758
-2.0,3,722.825085
0.0,1,722.853595
-2.0,3,722.924765
-3.0,4,723.016361
-2.0,3,723.084166
-2.0,3,723.15857
-1.0,2,723.204546
-2.0,3,723.270312
-1.0,2,723.319131
-2.0,3,723.395651
-2.0,3,723.461702
-3.0,4,723.55103
-2.0,3,723.621534
-2.0,3,723.696416
-3.0,4,723.786464
-3.0,4,723.876172
-3.0,4,723.967178
-3.0,4,724.066478
-2.0,3,724.132732
-3.0,4,724.225971
-2.0,3,724.294343
-3.0,4,724.392642
0.0,1,724.417045
-3.0,4,724.505305
-2.0,3,724.571142
-3.0,4,724.670766
-1.0,2,724.715506
0.0,1,724.738129
-2.0,3,724.803862
-1.0,2,724.858673
-2.0,3,724.927025
-3.0,4,725.015867
-1.0,2,725.059723
-2.0,3,725.134837
-2.0,3,725.202496
-2.0,3,725.269608
-2.0,3,725.33837
-2.0,3,725.414395
-3.0,4,725.50463
-4.0,5,725.614672
-2.0,3,725.680788
-3.0,4,725.779062
-2.0,3,725.845719
-2.0,3,725.911468
-2.0,3,725.979072
-2.0,3,726.054853
-1.0,2,726.099342
-3.0,4,726.187255
-2.0,3,726.254123
-2.0,3,726.330868
-1.0,2,726.375585
-1.0,2,726.421567
-2.0,3,726.490078
0.0,1,726.518472
-2.0,3,726.589025
-3.0,4,726.677811
-3.0,4,726.766207
-1.0,2,726.815525
-3.0,4,726.887823
0.0,1,726.906736
-1.0,2,726.942667
-3.0,4,727.028166
-3.0,4,727.102427
-2.0,3,727.15659
-2.0,3,727.212894
-3.0,4,727.295438
-2.0,3,727.352424
-2.0,3,727.407103
-2.0,3,727.462706
-3.0,4,727.547014
-1.0,2,727.583382
-3.0,4,727.65626
-2.0,3,727.710905
0.0,1,727.734567
-2.0,3,727.796495
-2.0,3,727.866907
-1.0,2,727.914605
-3.0,4,728.013583
-2.0,3,728.083709
0.0,1,728.106155
-2.0,3,728.173076
-3.0,4,728.271816
-1.0,2,728.31629
-2.0,3,728.384851
-2.0,3,728.451087
-2.0,3,728.527026
-3.0,4,728.618174
-1.0,2,728.663057
-2.0,3,728.727168
-1.0,2,728.781524
-1.0,2,728.826938
0.0,1,728.850807
-3.0,4,728.938945
-2.0,3,729.012965
-2.0,3,729.080039
-2.0,3,729.146091
-3.0,4,729.237446
-1.0,2,729.291715
-3.0,4,729.383991
-1.0,2,729.429855
-2.0,3,729.498538
-2.0,3,729.572772
-3.0,4,729.661214
-3.0,4,729.750676
-3.0,4,729.840946
-2.0,3,729.915841
-1.0,2,729.959937
-3.0,4,730.047952
-2.0,3,730.11491
-1.0,2,730.166083
-4.0,5,730.280368
-1.0,2,730.325217
0.0,1,730.34975
-2.0,3,730.426048
-2.0,3,730.493227
0.0,1,730.516217
-1.0,2,730.560299
-1.0,2,730.615128
-2.0,3,730.68386
-2.0,3,730.749943
-2.0,3,730.816419
-2.0,3,730.891642
-2.0,3,730.958825
-2.0,3,731.027586
-2.0,3,731.093516
-2.0,3,731.169512
-3.0,4,731.258143
-3.0,4,731.347398
-3.0,4,731.435829
-3.0,4,731.602494
-2.0,3,731.666183
-2.0,3,731.729466
-1.0,2,731.774353
-1.0,2,731.826121
-3.0,4,731.917914
-1.0,2,731.962191
-2.0,3,732.029294
-1.0,2,732.0821
0.0,1,732.105838
-2.0,3,732.172189
-1.0,2,732.217882
-2.0,3,732.292965
-2.0,3,732.361462
-2.0,3,732.427789
-2.0,3,732.494353
0.0,1,732.523232
-2.0,3,732.596086
-3.0,4,732.687605
-1.0,2,732.732411
-3.0,4,732.849948
-4.0,5,732.938588
-2.0,3,732.993071
-3.0,4,733.064265
-2.0,3,733.129036
-2.0,3,733.185746
-3.0,4,733.260557
-1.0,2,733.296466
-2.0,3,733.362029
-2.0,3,733.417948
0.0,1,733.437367
0.0,1,733.456798
-1.0,2,733.500771
-2.0,3,733.555792
0.0,1,733.575193
-3.0,4,733.647861
-2.0,3,733.712475
-2.0,3,733.767613
-3.0,4,733.839869
0.0,1,733.862624
0.0,1,733.890483
-1.0,2,733.938677
-2.0,3,734.006119
0.0,1,734.029158
-2.0,3,734.105189
-2.0,3,734.173518
-3.0,4,734.265133
-3.0,4,734.354088
-1.0,2,734.406306
-3.0,4,734.499162
-2.0,3,734.567302
-3.0,4,734.654825
-2.0,3,734.731114
-2.0,3,734.799894
-2.0,3,734.867626
-1.0,2,734.91204
-2.0,3,734.987883
-1.0,2,735.032685
-1.0,2,735.077826
-1.0,2,735.123593
-3.0,4,735.222299
-1.0,2,735.268794
-1.0,2,735.313431
-3.0,4,735.402839
-2.0,3,735.481045
-3.0,4,735.570495
-1.0,2,735.61596
-2.0,3,735.681862
-2.0,3,735.760441
-2.0,3,735.827719
-2.0,3,735.894792
-2.0,3,735.961249
-1.0,2,736.01453
-2.0,3,736.0826
-2.0,3,736.149877
-1.0,2,736.195291
-1.0,2,736.247695
-3.0,4,736.33959
-2.0,3,736.40704
-1.0,2,736.452931
-1.0,2,736.508177
-2.0,3,736.574991
-2.0,3,736.641396
-2.0,3,736.710457
-2.0,3,736.785986
-2.0,3,736.854295
-1.0,2,736.89635
-2.0,3,736.951099
-2.0,3,737.014121
-3.0,4,737.086797
-3.0,4,737.160583
-2.0,3,737.21599
-3.0,4,737.297311
-2.0,3,737.355574
-2.0,3,737.410466
0.0,1,737.429162
-2.0,3,737.493464
-3.0,4,737.564891
-2.0,3,737.621449
-2.0,3,737.677192
-2.0,3,737.741239
-2.0,3,737.796051
-3.0,4,737.869374
-2.0,3,737.930223
-2.0,3,738.006119
-2.0,3,738.072164
-1.0,2,738.1186
-1.0,2,738.163061
-2.0,3,738.238815
-2.0,3,738.306064
-4.0,5,738.491455
-2.0,3,738.561955
-2.0,3,738.640792
-2.0,3,738.712188
-3.0,4,738.799509
-3.0,4,738.890629
-3.0,4,738.988188
-3.0,4,739.076336
-3.0,4,739.165437
-1.0,2,739.210824
-3.0,4,739.310773
-3.0,4,739.406372
-1.0,2,739.457225
-1.0,2,739.506602
-1.0,2,739.56611
-2.0,3,739.638227
-2.0,3,739.705543
-2.0,3,739.772853
-2.0,3,739.851791
-2.0,3,739.930638
-1.0,2,739.979558
-1.0,2,740.025271
-3.0,4,740.121796
-1.0,2,740.166846
-2.0,3,740.236283
0.0,1,740.275807
-2.0,3,740.369979
-4.0,5,740.496051
-4.0,5,740.612863
-2.0,3,740.678741
-3.0,4,740.778365
-3.0,4,740.869153
-2.0,3,740.936216
-1.0,2,740.981246
-2.0,3,741.057569
-1.0,2,741.103956
-3.0,4,741.192881
-2.0,3,741.25929
-1.0,2,741.313058
-2.0,3,741.381136
-3.0,4,741.47202
-3.0,4,741.563053
-2.0,3,741.639665
-2.0,3,741.708999
-2.0,3,741.783826
-3.0,4,741.871859
-1.0,2,741.92649
-2.0,3,741.983678
-2.0,3,742.038177
0.0,1,742.056614
-2.0,3,742.119786
-1.0,2,742.15612
-1.0,2,742.192931
-3.0,4,742.264544
-2.0,3,742.330471
0.0,1,742.350781
-3.0,4,742.421982
-1.0,2,742.459691
-3.0,4,742.544185
-1.0,2,742.581007
-2.0,3,742.636177
-3.0,4,742.709518
-2.0,3,742.772928
-3.0,4,742.848293
-2.0,3,742.902882
-1.0,2,742.940299
-2.0,3,743.015222
-3.0,4,743.10533
-2.0,3,743.171623
-2.0,3,743.237989
-2.0,3,743.314238
-3.0,4,743.404311
-3.0,4,743.492065
-2.0,3,743.56115
0.0,1,743.593079
-2.0,3,743.665059
-2.0,3,743.731743
-1.0,2,743.776614
-1.0,2,743.832342
-2.0,3,743.902409
-2.0,3,743.969594
-2.0,3,744.035265
-3.0,4,744.134835
-3.0,4,744.223819
-2.0,3,744.291501
-3.0,4,744.380086
-2.0,3,744.456543
-2.0,3,744.526769
-1.0,2,744.571295
-2.0,3,744.6392
-2.0,3,744.715661
-1.0,2,744.760109
-1.0,2,744.807073
-3.0,4,744.894838
-2.0,3,745.038261
-2.0,3,745.102913
-1.0,2,745.148516
-2.0,3,745.218785
-1.0,2,745.274688
-2.0,3,745.343424
-3.0,4,745.431311
-2.0,3,745.496259
-2.0,3,745.571258
-3.0,4,745.660525
-3.0,4,745.7497
-2.0,3,745.814888
-2.0,3,745.891204
-3.0,4,745.981775
-2.0,3,746.050847
-2.0,3,746.117643
-1.0,2,746.171046
-3.0,4,746.258525
-3.0,4,746.347155
0.0,1,746.369558
-3.0,4,746.466676
-4.0,5,746.578503
-1.0,2,746.623225
