#{"t_start": 1755965729.7466593, "env_id": "PandaReach-v3"}
r,l,t
-2.0,3,2917.558355
-2.0,3,2917.633806
0.0,1,2917.6599
-1.0,2,2917.711865
-1.0,2,2917.770656
-2.0,3,2917.849655
-1.0,2,2917.902557
-3.0,4,2918.010971
-2.0,3,2918.187341
-3.0,4,2918.294305
-1.0,2,2918.345711
-1.0,2,2918.397676
-1.0,2,2918.451418
-2.0,3,2918.519603
-3.0,4,2918.611973
-2.0,3,2918.677558
-1.0,2,2918.726522
-1.0,2,2918.771245
-1.0,2,2918.817584
-3.0,4,2918.906303
-1.0,2,2918.953555
-2.0,3,2919.02462
-1.0,2,2919.06996
0.0,1,2919.095819
-1.0,2,2919.148635
-2.0,3,2919.217874
-1.0,2,2919.26235
-2.0,3,2919.329984
-1.0,2,2919.380304
-1.0,2,2919.42567
-1.0,2,2919.470485
-2.0,3,2919.537992
-2.0,3,2919.612397
-1.0,2,2919.666763
-2.0,3,2919.755226
-2.0,3,2919.842696
-1.0,2,2919.899418
-1.0,2,2919.956128
-2.0,3,2920.028556
-1.0,2,2920.0746
-2.0,3,2920.162204
-1.0,2,2920.211294
-1.0,2,2920.259066
-2.0,3,2920.324017
-3.0,4,2920.433364
-2.0,3,2920.506268
-2.0,3,2920.567716
-2.0,3,2920.631489
-2.0,3,2920.699048
-3.0,4,2920.78993
-2.0,3,2920.867397
-2.0,3,2920.945312
-1.0,2,2920.991029
-2.0,3,2921.053782
-2.0,3,2921.122929
-3.0,4,2921.209931
-2.0,3,2921.279113
-1.0,2,2921.323943
-2.0,3,2921.390892
-2.0,3,2921.456507
-2.0,3,2921.524111
-1.0,2,2921.567024
-1.0,2,2921.609584
-2.0,3,2921.6728
-2.0,3,2921.740246
-1.0,2,2921.782661
-3.0,4,2921.870323
-3.0,4,2921.968116
-2.0,3,2922.078414
-3.0,4,2922.202106
-2.0,3,2922.279409
-2.0,3,2922.342748
-1.0,2,2922.388984
-2.0,3,2922.459929
-3.0,4,2922.591232
-2.0,3,2922.691731
-1.0,2,2922.75407
-1.0,2,2922.807368
-2.0,3,2922.89739
-2.0,3,2922.994895
-1.0,2,2923.063351
-3.0,4,2923.19659
-2.0,3,2923.286381
-1.0,2,2923.339036
-1.0,2,2923.399488
-2.0,3,2923.493722
-1.0,2,2923.565477
-2.0,3,2923.67049
-2.0,3,2923.761472
-2.0,3,2923.824287
-2.0,3,2923.887815
-2.0,3,2923.950895
0.0,1,2923.982043
-2.0,3,2924.086993
-2.0,3,2924.186277
-1.0,2,2924.252206
-1.0,2,2924.314796
-2.0,3,2924.379773
-1.0,2,2924.422599
-3.0,4,2924.519884
-3.0,4,2924.638862
-3.0,4,2924.753854
-1.0,2,2924.809165
-1.0,2,2924.859646
-3.0,4,2924.956035
-1.0,2,2925.001759
0.0,1,2925.026154
-2.0,3,2925.095079
0.0,1,2925.122016
-3.0,4,2925.214727
-2.0,3,2925.285092
-2.0,3,2925.353525
-3.0,4,2925.446836
-2.0,3,2925.515924
-1.0,2,2925.571591
-2.0,3,2925.662155
-2.0,3,2925.760131
-2.0,3,2925.844137
-3.0,4,2925.953172
-3.0,4,2926.057486
-3.0,4,2926.190893
-1.0,2,2926.25456
-1.0,2,2926.31452
-2.0,3,2926.392336
-1.0,2,2926.437772
-2.0,3,2926.502532
-1.0,2,2926.54593
-2.0,3,2926.611869
-1.0,2,2926.661844
-1.0,2,2926.719949
-2.0,3,2926.827788
-1.0,2,2926.905306
-1.0,2,2926.973243
-3.0,4,2927.062073
-3.0,4,2927.149109
-2.0,3,2927.212751
-1.0,2,2927.257302
-1.0,2,2927.298272
-1.0,2,2927.340971
-2.0,3,2927.403125
-2.0,3,2927.470613
-1.0,2,2927.513012
-2.0,3,2927.602314
-1.0,2,2927.704594
-2.0,3,2927.814538
-2.0,3,2927.899505
-1.0,2,2927.945257
-2.0,3,2928.047392
-2.0,3,2928.23589
-2.0,3,2928.328595
-3.0,4,2928.420211
0.0,1,2928.448524
-2.0,3,2928.524307
-3.0,4,2928.647075
-3.0,4,2928.766561
-1.0,2,2928.821854
-2.0,3,2928.912207
-3.0,4,2929.001018
-2.0,3,2929.062067
-3.0,4,2929.150788
-1.0,2,2929.206402
-1.0,2,2929.248622
-2.0,3,2929.309639
0.0,1,2929.331596
-2.0,3,2929.397571
-2.0,3,2929.459513
-2.0,3,2929.522663
-1.0,2,2929.565182
0.0,1,2929.590051
-3.0,4,2929.676009
-2.0,3,2929.737841
0.0,1,2929.759527
-1.0,2,2929.80562
-2.0,3,2929.867716
-3.0,4,2929.949969
-1.0,2,2929.992405
0.0,1,2930.01762
-2.0,3,2930.082491
-2.0,3,2930.147265
0.0,1,2930.169271
-2.0,3,2930.238808
0.0,1,2930.260429
-2.0,3,2930.322004
-2.0,3,2930.386006
-2.0,3,2930.455053
-2.0,3,2930.536102
-1.0,2,2930.604004
-3.0,4,2930.733745
-3.0,4,2930.865416
0.0,1,2930.89925
-1.0,2,2930.958221
-2.0,3,2931.040277
-2.0,3,2931.128414
-2.0,3,2931.222193
0.0,1,2931.251167
-1.0,2,2931.30779
-1.0,2,2931.365545
0.0,1,2931.395406
-3.0,4,2931.51337
-2.0,3,2931.606494
-1.0,2,2931.666751
-1.0,2,2931.728693
-8.0,9,2932.005464
-2.0,3,2932.107901
-2.0,3,2932.200998
-1.0,2,2932.263804
-2.0,3,2932.34928
-2.0,3,2932.43709
-1.0,2,2932.488091
-2.0,3,2932.550023
-2.0,3,2932.612389
-2.0,3,2932.673783
-1.0,2,2932.71888
-2.0,3,2932.782519
-3.0,4,2932.865536
-3.0,4,2932.949666
-2.0,3,2933.016042
-2.0,3,2933.078766
-2.0,3,2933.145327
-3.0,4,2933.228826
-1.0,2,2933.277367
-2.0,3,2933.339017
-3.0,4,2933.420956
-2.0,3,2933.482207
-1.0,2,2933.527541
-2.0,3,2933.590705
-1.0,2,2933.632012
-2.0,3,2933.693089
-3.0,4,2933.778998
-2.0,3,2933.842082
-3.0,4,2933.924508
-2.0,3,2933.986489
-1.0,2,2934.03201
-2.0,3,2934.09839
-2.0,3,2934.160717
-1.0,2,2934.203363
-2.0,3,2934.271515
-1.0,2,2934.316916
-3.0,4,2934.398592
-1.0,2,2934.439582
-1.0,2,2934.485984
-2.0,3,2934.548764
-1.0,2,2934.590001
-1.0,2,2934.632058
-2.0,3,2934.697045
-2.0,3,2934.758461
-1.0,2,2934.799819
-3.0,4,2934.889697
-2.0,3,2934.955506
-2.0,3,2935.017225
-1.0,2,2935.059303
-2.0,3,2935.125503
-2.0,3,2935.191218
-2.0,3,2935.254906
-2.0,3,2935.316708
-1.0,2,2935.360398
0.0,1,2935.38486
-2.0,3,2935.447284
-1.0,2,2935.488406
-1.0,2,2935.530844
-1.0,2,2935.575745
-2.0,3,2935.638114
-2.0,3,2935.699678
-1.0,2,2935.74108
-3.0,4,2935.827168
-2.0,3,2935.890558
-1.0,2,2935.931865
-1.0,2,2935.974171
0.0,1,2935.999319
-3.0,4,2936.083177
-1.0,2,2936.127816
-3.0,4,2936.212436
-2.0,3,2936.280837
-1.0,2,2936.321989
-1.0,2,2936.364291
-2.0,3,2936.425831
-3.0,4,2936.511256
-1.0,2,2936.552251
-1.0,2,2936.593885
-3.0,4,2936.675929
-1.0,2,2936.720502
0.0,1,2936.742132
-3.0,4,2936.824387
-2.0,3,2936.889849
-2.0,3,2936.957386
-2.0,3,2937.020138
-1.0,2,2937.061898
-1.0,2,2937.107029
-1.0,2,2937.152183
-1.0,2,2937.193567
-2.0,3,2937.257805
-1.0,2,2937.299736
-3.0,4,2937.385468
-2.0,3,2937.449568
-2.0,3,2937.511651
-1.0,2,2937.552923
-1.0,2,2937.598253
-2.0,3,2937.660963
-2.0,3,2937.723791
-1.0,2,2937.766338
-2.0,3,2937.833125
-2.0,3,2937.895615
-2.0,3,2937.958954
-2.0,3,2938.020042
-1.0,2,2938.066084
-1.0,2,2938.114722
-3.0,4,2938.198241
-3.0,4,2938.281557
-1.0,2,2938.326285
-2.0,3,2938.387829
-2.0,3,2938.451113
-1.0,2,2938.493113
-3.0,4,2938.580383
-2.0,3,2938.642054
-2.0,3,2938.703372
-2.0,3,2938.765757
-3.0,4,2938.851855
-1.0,2,2938.893988
-2.0,3,2938.956339
-2.0,3,2939.01771
-2.0,3,2939.084394
-2.0,3,2939.148718
-3.0,4,2939.231963
-2.0,3,2939.293544
-1.0,2,2939.339283
-1.0,2,2939.381704
-2.0,3,2939.443696
-2.0,3,2939.507226
-2.0,3,2939.572628
-2.0,3,2939.634032
-1.0,2,2939.67548
-3.0,4,2939.757171
-2.0,3,2939.822655
-3.0,4,2939.906406
-3.0,4,2939.990162
-2.0,3,2940.051672
-3.0,4,2940.141946
-2.0,3,2940.204858
-2.0,3,2940.267601
-2.0,3,2940.329946
-1.0,2,2940.375816
0.0,1,2940.396789
-1.0,2,2940.43944
-1.0,2,2940.480632
-1.0,2,2940.526016
-3.0,4,2940.60821
-2.0,3,2940.670861
-3.0,4,2940.752629
-1.0,2,2940.798218
-2.0,3,2940.863398
-1.0,2,2940.906982
-1.0,2,2940.948773
-2.0,3,2941.015858
-2.0,3,2941.077494
-2.0,3,2941.144956
-1.0,2,2941.186751
-1.0,2,2941.233443
0.0,1,2941.25631
-1.0,2,2941.297559
-1.0,2,2941.338796
-2.0,3,2941.404392
-2.0,3,2941.466458
-1.0,2,2941.508567
-2.0,3,2941.572894
0.0,1,2941.597318
-2.0,3,2941.660364
-2.0,3,2941.721977
-1.0,2,2941.763917
-2.0,3,2941.830117
-1.0,2,2941.872066
-3.0,4,2941.957316
-3.0,4,2942.041151
-3.0,4,2942.134399
-2.0,3,2942.196315
-3.0,4,2942.281181
-3.0,4,2942.362627
-1.0,2,2942.48292
-1.0,2,2942.523094
-2.0,3,2942.586067
-2.0,3,2942.647372
-2.0,3,2942.71371
0.0,1,2942.735876
-2.0,3,2942.798313
-2.0,3,2942.859507
-2.0,3,2942.926507
-3.0,4,2943.008743
-2.0,3,2943.071906
-2.0,3,2943.137466
-1.0,2,2943.182814
0.0,1,2943.204523
-1.0,2,2943.246577
-1.0,2,2943.287811
0.0,1,2943.311787
-2.0,3,2943.373949
-2.0,3,2943.435786
-1.0,2,2943.477178
-1.0,2,2943.5217
-2.0,3,2943.583529
0.0,1,2943.60454
-2.0,3,2943.668326
-2.0,3,2943.734328
-3.0,4,2943.815863
-1.0,2,2943.857804
-1.0,2,2943.899746
-2.0,3,2943.965915
0.0,1,2943.987361
-1.0,2,2944.028729
-1.0,2,2944.069878
-2.0,3,2944.140186
-1.0,2,2944.182223
-2.0,3,2944.246903
-2.0,3,2944.309041
-1.0,2,2944.354732
-2.0,3,2944.416445
-3.0,4,2944.498311
-1.0,2,2944.539558
-2.0,3,2944.60464
-4.0,5,2944.708385
-1.0,2,2944.75001
-2.0,3,2944.812277
-1.0,2,2944.857342
-3.0,4,2944.941407
0.0,1,2944.96242
-2.0,3,2945.024052
-2.0,3,2945.090475
-3.0,4,2945.179108
-3.0,4,2945.265396
-1.0,2,2945.308224
-2.0,3,2945.373763
-2.0,3,2945.437117
-3.0,4,2945.521954
-2.0,3,2945.584346
-2.0,3,2945.650088
-2.0,3,2945.7124
-3.0,4,2945.79525
-2.0,3,2945.856928
-2.0,3,2945.924771
-1.0,2,2945.966235
-2.0,3,2946.027415
-2.0,3,2946.090692
-2.0,3,2946.15954
-2.0,3,2946.225993
-2.0,3,2946.288904
-2.0,3,2946.350467
-2.0,3,2946.417787
-2.0,3,2946.479292
-2.0,3,2946.541209
-2.0,3,2946.602759
-2.0,3,2946.668135
-1.0,2,2946.711474
-2.0,3,2946.772786
-1.0,2,2946.813857
0.0,1,2946.838476
-2.0,3,2946.903807
-2.0,3,2946.964663
-1.0,2,2947.006325
-2.0,3,2947.071502
-2.0,3,2947.137645
-2.0,3,2947.199441
-2.0,3,2947.264555
-2.0,3,2947.329479
-1.0,2,2947.371396
-1.0,2,2947.412866
-1.0,2,2947.453935
-1.0,2,2947.499176
-2.0,3,2947.566864
-3.0,4,2947.653745
-3.0,4,2947.739729
-2.0,3,2947.808161
-3.0,4,2947.892494
-2.0,3,2947.956689
-2.0,3,2948.020217
-2.0,3,2948.089495
-2.0,3,2948.153592
-2.0,3,2948.219663
-2.0,3,2948.285355
-1.0,2,2948.332746
-1.0,2,2948.375569
-3.0,4,2948.460885
-2.0,3,2948.524256
-2.0,3,2948.593062
-2.0,3,2948.656456
-3.0,4,2948.740735
-1.0,2,2948.788042
-2.0,3,2948.857188
-2.0,3,2948.928283
-2.0,3,2948.996493
-1.0,2,2949.053733
-1.0,2,2949.107521
-1.0,2,2949.15357
-2.0,3,2949.2222
-2.0,3,2949.291929
-1.0,2,2949.345958
-2.0,3,2949.426922
-2.0,3,2949.498271
-3.0,4,2949.5975
-1.0,2,2949.649462
-2.0,3,2949.724086
-2.0,3,2949.806216
-2.0,3,2949.881596
-1.0,2,2949.933236
-3.0,4,2950.039777
-2.0,3,2950.123053
-3.0,4,2950.262798
-2.0,3,2950.33692
-2.0,3,2950.409693
-3.0,4,2950.530329
-2.0,3,2950.672296
-1.0,2,2950.782943
-2.0,3,2950.863751
-1.0,2,2950.921588
-1.0,2,2950.978677
0.0,1,2951.011539
-2.0,3,2951.099576
-2.0,3,2951.182055
-1.0,2,2951.24355
-2.0,3,2951.333032
-2.0,3,2951.414927
-2.0,3,2951.49518
-2.0,3,2951.577067
-2.0,3,2951.667405
-2.0,3,2951.749841
-3.0,4,2951.860893
-1.0,2,2951.917771
-1.0,2,2951.980268
-1.0,2,2952.040974
-1.0,2,2952.109466
-1.0,2,2952.180709
-1.0,2,2952.266498
0.0,1,2952.302166
-3.0,4,2952.453598
-3.0,4,2952.596695
-2.0,3,2952.681118
-2.0,3,2952.758222
-3.0,4,2952.863732
-2.0,3,2952.943848
-2.0,3,2953.031682
-2.0,3,2953.118767
-2.0,3,2953.201681
-2.0,3,2953.28505
-1.0,2,2953.347143
-1.0,2,2953.405922
-1.0,2,2953.461914
-1.0,2,2953.518619
-1.0,2,2953.579099
-1.0,2,2953.635761
-1.0,2,2953.703338
-1.0,2,2953.772661
-2.0,3,2953.887084
-2.0,3,2953.97948
-1.0,2,2954.030344
-2.0,3,2954.113158
-1.0,2,2954.179956
0.0,1,2954.211157
-2.0,3,2954.311147
-2.0,3,2954.410114
-1.0,2,2954.468989
-1.0,2,2954.52302
-1.0,2,2954.574905
-1.0,2,2954.619538
-1.0,2,2954.671486
-2.0,3,2954.740908
-2.0,3,2954.810072
-2.0,3,2954.876388
-2.0,3,2954.951731
0.0,1,2954.977483
-1.0,2,2955.022675
-1.0,2,2955.066503
-1.0,2,2955.117301
-3.0,4,2955.209099
-2.0,3,2955.278539
-2.0,3,2955.344837
-2.0,3,2955.419618
0.0,1,2955.443443
0.0,1,2955.468016
-1.0,2,2955.514944
-2.0,3,2955.589141
0.0,1,2955.614053
-2.0,3,2955.679911
-2.0,3,2955.753829
-3.0,4,2955.854237
0.0,1,2955.877558
-2.0,3,2955.944991
-2.0,3,2956.011497
-1.0,2,2956.073997
-1.0,2,2956.137337
-1.0,2,2956.199399
-2.0,3,2956.288473
-2.0,3,2956.384403
-2.0,3,2956.471194
-1.0,2,2956.618643
-2.0,3,2956.728773
-2.0,3,2956.834341
-2.0,3,2956.935546
-2.0,3,2957.037992
-1.0,2,2957.110913
-2.0,3,2957.211169
-1.0,2,2957.277513
-2.0,3,2957.363368
0.0,1,2957.393507
-2.0,3,2957.477702
-1.0,2,2957.527875
-1.0,2,2957.58622
0.0,1,2957.620944
-3.0,4,2957.737615
-2.0,3,2957.81993
-1.0,2,2957.875727
-2.0,3,2957.95652
-2.0,3,2958.040085
-2.0,3,2958.127134
-2.0,3,2958.207427
-1.0,2,2958.262421
-2.0,3,2958.357422
-1.0,2,2958.420393
-2.0,3,2958.510944
-2.0,3,2958.598953
-1.0,2,2958.660946
0.0,1,2958.687575
-3.0,4,2958.794239
-1.0,2,2958.851636
-3.0,4,2958.964707
-2.0,3,2959.044421
-1.0,2,2959.100067
-2.0,3,2959.180356
-2.0,3,2959.269117
-3.0,4,2959.382578
-1.0,2,2959.440208
-1.0,2,2959.495555
0.0,1,2959.527824
-3.0,4,2959.634075
-1.0,2,2959.747541
-1.0,2,2959.805916
-2.0,3,2959.896869
-2.0,3,2959.978457
-2.0,3,2960.058138
-2.0,3,2960.141758
-3.0,4,2960.252492
-3.0,4,2960.360182
-2.0,3,2960.440782
-1.0,2,2960.494628
-1.0,2,2960.550616
-2.0,3,2960.627208
-2.0,3,2960.705212
-1.0,2,2960.75966
-3.0,4,2960.881313
-1.0,2,2960.933914
-2.0,3,2961.024844
-2.0,3,2961.141977
-2.0,3,2961.255134
-3.0,4,2961.394016
-2.0,3,2961.538473
-3.0,4,2961.763717
-1.0,2,2961.833821
-2.0,3,2961.924466
-1.0,2,2961.990415
-2.0,3,2962.077868
-3.0,4,2962.194662
-3.0,4,2962.298393
-3.0,4,2962.404303
-2.0,3,2962.48442
-1.0,2,2962.544027
0.0,1,2962.570105
-2.0,3,2962.635157
-2.0,3,2962.701579
-2.0,3,2962.772584
-1.0,2,2962.815019
-2.0,3,2962.881046
-3.0,4,2962.965883
-2.0,3,2963.036592
-1.0,2,2963.079664
-1.0,2,2963.125276
-1.0,2,2963.167321
-3.0,4,2963.260313
-1.0,2,2963.303297
-3.0,4,2963.394909
-2.0,3,2963.463639
-3.0,4,2963.566488
-2.0,3,2963.636284
-3.0,4,2963.728806
-2.0,3,2963.800059
-3.0,4,2963.900239
-2.0,3,2963.967897
-2.0,3,2964.038543
-2.0,3,2964.110418
0.0,1,2964.137591
-3.0,4,2964.230452
-1.0,2,2964.277938
0.0,1,2964.301769
-2.0,3,2964.379407
-2.0,3,2964.449747
0.0,1,2964.473107
-2.0,3,2964.541781
-2.0,3,2964.617537
-1.0,2,2964.660174
-3.0,4,2964.751306
0.0,1,2964.773596
0.0,1,2964.799451
-1.0,2,2964.84742
-2.0,3,2964.918975
-2.0,3,2965.016572
-2.0,3,2965.27643
-1.0,2,2965.337507
-2.0,3,2965.433624
-3.0,4,2965.541012
-1.0,2,2965.612769
-1.0,2,2965.673701
-2.0,3,2965.755867
-3.0,4,2965.868691
-3.0,4,2966.012362
-2.0,3,2966.112797
-2.0,3,2966.190453
-1.0,2,2966.244933
-1.0,2,2966.306292
-2.0,3,2966.392021
-3.0,4,2966.498848
-2.0,3,2966.581534
-1.0,2,2966.649486
-1.0,2,2966.702339
-2.0,3,2966.780741
-2.0,3,2966.858976
-3.0,4,2966.972099
-1.0,2,2967.025062
-2.0,3,2967.114568
-2.0,3,2967.194997
-2.0,3,2967.280125
-3.0,4,2967.386317
-2.0,3,2967.484935
-1.0,2,2967.548388
-1.0,2,2967.604466
-3.0,4,2967.713628
-2.0,3,2967.793247
-2.0,3,2967.871179
-2.0,3,2967.966663
-1.0,2,2968.036826
-1.0,2,2968.098654
-3.0,4,2968.204458
-2.0,3,2968.290734
-3.0,4,2968.41133
-2.0,3,2968.506734
-2.0,3,2968.59162
-2.0,3,2968.678335
-2.0,3,2968.761009
-3.0,4,2968.880975
-2.0,3,2968.979753
-2.0,3,2969.070421
-2.0,3,2969.158769
-3.0,4,2969.276072
-2.0,3,2969.36738
-1.0,2,2969.428437
-1.0,2,2969.484319
-2.0,3,2969.571337
-1.0,2,2969.632394
-1.0,2,2969.696229
-1.0,2,2969.749082
-2.0,3,2969.827513
-2.0,3,2969.909654
-2.0,3,2969.993692
-2.0,3,2970.076644
-1.0,2,2970.13367
-2.0,3,2970.212148
-2.0,3,2970.300697
-2.0,3,2970.387523
-1.0,2,2970.46792
-2.0,3,2970.577257
-2.0,3,2970.689645
-2.0,3,2970.785073
-3.0,4,2971.033833
-1.0,2,2971.142404
-1.0,2,2971.197657
-3.0,4,2971.300011
-2.0,3,2971.377992
-2.0,3,2971.458757
-2.0,3,2971.542157
-2.0,3,2971.622577
-1.0,2,2971.676894
-2.0,3,2971.754743
-3.0,4,2971.868366
-2.0,3,2971.951185
-1.0,2,2972.003062
0.0,1,2972.03109
-2.0,3,2972.106982
-1.0,2,2972.153906
-2.0,3,2972.221243
0.0,1,2972.243975
-1.0,2,2972.290269
-1.0,2,2972.334826
-2.0,3,2972.39926
-3.0,4,2972.483701
-2.0,3,2972.553859
-1.0,2,2972.597953
-3.0,4,2972.684292
-2.0,3,2972.748152
-2.0,3,2972.814866
-2.0,3,2972.881353
-2.0,3,2972.947183
-1.0,2,2972.989625
0.0,1,2973.016143
-1.0,2,2973.059734
0.0,1,2973.0816
0.0,1,2973.106367
-2.0,3,2973.174567
0.0,1,2973.197292
-1.0,2,2973.242298
-2.0,3,2973.305588
-2.0,3,2973.373401
-2.0,3,2973.437383
-2.0,3,2973.502962
-2.0,3,2973.566957
-2.0,3,2973.633792
-2.0,3,2973.698542
0.0,1,2973.720571
-2.0,3,2973.787652
-3.0,4,2973.874037
-2.0,3,2973.938167
-2.0,3,2974.002187
-2.0,3,2974.067532
-2.0,3,2974.13621
-2.0,3,2974.201783
-3.0,4,2974.288695
-2.0,3,2974.352263
-3.0,4,2974.441321
-1.0,2,2974.48533
-3.0,4,2974.570435
0.0,1,2974.594003
-1.0,2,2974.641953
-2.0,3,2974.720837
-2.0,3,2974.811292
-2.0,3,2974.905367
-2.0,3,2975.003597
0.0,1,2975.038185
-1.0,2,2975.109686
-2.0,3,2975.224539
0.0,1,2975.274269
-1.0,2,2975.347735
-1.0,2,2975.425756
-2.0,3,2975.536216
-3.0,4,2975.688719
-3.0,4,2975.826876
-2.0,3,2975.938219
-3.0,4,2976.083194
-2.0,3,2976.208665
-2.0,3,2976.309494
-3.0,4,2976.415765
-2.0,3,2976.497003
-2.0,3,2976.580753
-2.0,3,2976.671555
-1.0,2,2976.74448
-2.0,3,2976.854411
-2.0,3,2976.942497
-3.0,4,2977.043506
-2.0,3,2977.123705
-2.0,3,2977.204282
-3.0,4,2977.314119
-2.0,3,2977.394372
-1.0,2,2977.462683
0.0,1,2977.50003
-1.0,2,2977.574245
-1.0,2,2977.642686
-2.0,3,2977.728103
-1.0,2,2977.783371
-2.0,3,2977.868808
-2.0,3,2977.949857
-1.0,2,2978.002232
-1.0,2,2978.054035
-2.0,3,2978.143967
-2.0,3,2978.227093
-3.0,4,2978.347316
-2.0,3,2978.428939
-2.0,3,2978.514785
-2.0,3,2978.600408
-3.0,4,2978.713895
-3.0,4,2978.829354
-2.0,3,2978.919393
-2.0,3,2978.998674
-2.0,3,2979.07634
0.0,1,2979.104815
-1.0,2,2979.163171
-2.0,3,2979.242588
-1.0,2,2979.298836
-2.0,3,2979.400226
-2.0,3,2979.513931
-3.0,4,2979.62659
-2.0,3,2979.705282
-3.0,4,2979.811006
-2.0,3,2979.899871
-2.0,3,2979.980499
-1.0,2,2980.032281
-1.0,2,2980.084756
-2.0,3,2980.173442
-3.0,4,2980.281165
-2.0,3,2980.360297
0.0,1,2980.38715
-1.0,2,2980.449083
-3.0,4,2980.557092
-3.0,4,2980.643286
-3.0,4,2980.727348
-1.0,2,2980.776847
-2.0,3,2980.841483
0.0,1,2980.863477
-1.0,2,2980.908043
-2.0,3,2980.979675
-2.0,3,2981.049989
-2.0,3,2981.124566
-2.0,3,2981.194554
-2.0,3,2981.267471
0.0,1,2981.290905
-2.0,3,2981.435929
-2.0,3,2981.517586
-3.0,4,2981.608256
-1.0,2,2981.652767
-2.0,3,2981.719844
-3.0,4,2981.812021
-1.0,2,2981.864751
-2.0,3,2981.942724
-3.0,4,2982.048314
-1.0,2,2982.117204
-2.0,3,2982.21235
-2.0,3,2982.303165
-3.0,4,2982.413871
-1.0,2,2982.457314
-2.0,3,2982.52892
-2.0,3,2982.599393
-2.0,3,2982.668781
-2.0,3,2982.735402
-3.0,4,2982.826869
0.0,1,2982.849056
-3.0,4,2982.93615
-3.0,4,2983.01852
-1.0,2,2983.068418
-2.0,3,2983.137664
-2.0,3,2983.201643
-2.0,3,2983.269053
-3.0,4,2983.363335
-1.0,2,2983.406412
-3.0,4,2983.494193
-1.0,2,2983.536382
-3.0,4,2983.697413
0.0,1,2983.719264
-2.0,3,2983.784489
0.0,1,2983.806218
-1.0,2,2983.856636
-1.0,2,2983.900436
-3.0,4,2983.986586
-2.0,3,2984.051631
-2.0,3,2984.130943
-1.0,2,2984.173938
-2.0,3,2984.241058
-2.0,3,2984.304113
-1.0,2,2984.354565
-3.0,4,2984.439851
-1.0,2,2984.48386
-1.0,2,2984.52616
-2.0,3,2984.597408
0.0,1,2984.619865
-3.0,4,2984.70713
-2.0,3,2984.769561
-1.0,2,2984.820572
-1.0,2,2984.864365
-3.0,4,2984.951262
-2.0,3,2985.016638
-1.0,2,2985.066389
-2.0,3,2985.136412
0.0,1,2985.15842
-3.0,4,2985.244813
-2.0,3,2985.315053
-1.0,2,2985.359951
0.0,1,2985.382299
-1.0,2,2985.425074
-3.0,4,2985.518726
-2.0,3,2985.585398
-2.0,3,2985.650706
-2.0,3,2985.716649
-2.0,3,2985.788495
-1.0,2,2985.831848
-3.0,4,2985.917301
-2.0,3,2985.983007
-2.0,3,2986.057002
-1.0,2,2986.103395
0.0,1,2986.125783
0.0,1,2986.147582
-1.0,2,2986.197588
-2.0,3,2986.2658
-1.0,2,2986.309188
0.0,1,2986.331648
-2.0,3,2986.407208
-3.0,4,2986.496107
-2.0,3,2986.560208
-1.0,2,2986.604123
-2.0,3,2986.674061
-3.0,4,2986.761574
-1.0,2,2986.804391
-2.0,3,2986.868678
-1.0,2,2986.920169
-1.0,2,2986.966719
-2.0,3,2987.032397
-3.0,4,2987.122111
-2.0,3,2987.19497
0.0,1,2987.217859
-2.0,3,2987.284494
-1.0,2,2987.327786
-2.0,3,2987.400265
-1.0,2,2987.444212
0.0,1,2987.466362
-3.0,4,2987.551685
-1.0,2,2987.602257
-1.0,2,2987.647624
-1.0,2,2987.692421
-2.0,3,2987.761693
-1.0,2,2987.81432
-1.0,2,2987.861901
-2.0,3,2987.931074
-1.0,2,2987.977
-2.0,3,2988.050684
-2.0,3,2988.120006
-2.0,3,2988.184986
-2.0,3,2988.252408
-3.0,4,2988.345268
-1.0,2,2988.38921
-1.0,2,2988.433036
-2.0,3,2988.498807
-2.0,3,2988.571284
-2.0,3,2988.636172
0.0,1,2988.658144
-1.0,2,2988.701782
-2.0,3,2988.775495
-3.0,4,2988.872864
-3.0,4,2988.959988
-3.0,4,2989.047494
0.0,1,2989.073941
-3.0,4,2989.172828
-1.0,2,2989.214583
-2.0,3,2989.282041
-2.0,3,2989.35593
-2.0,3,2989.422885
-1.0,2,2989.466276
0.0,1,2989.488535
-3.0,4,2989.581287
-1.0,2,2989.62413
-2.0,3,2989.688746
-2.0,3,2989.752055
-1.0,2,2989.800636
-1.0,2,2989.845523
-2.0,3,2989.910015
-3.0,4,2989.996015
-1.0,2,2990.04821
-3.0,4,2990.136701
-2.0,3,2990.200376
-3.0,4,2990.287299
-2.0,3,2990.359882
0.0,1,2990.381753
-1.0,2,2990.424099
-1.0,2,2990.466686
-1.0,2,2990.516776
-2.0,3,2990.580956
-3.0,4,2990.667729
-1.0,2,2990.710659
-3.0,4,2990.802947
-1.0,2,2990.845862
-1.0,2,2990.891119
-1.0,2,2990.934211
-2.0,3,2991.006046
-3.0,4,2991.094015
-2.0,3,2991.160576
-1.0,2,2991.203551
-2.0,3,2991.276943
0.0,1,2991.299003
-2.0,3,2991.363311
-3.0,4,2991.447774
-3.0,4,2991.537994
-2.0,3,2991.602152
-2.0,3,2991.665867
-1.0,2,2991.708895
-3.0,4,2991.800293
-2.0,3,2991.864233
-3.0,4,2991.953557
-2.0,3,2992.024523
0.0,1,2992.050173
-2.0,3,2992.124359
-2.0,3,2992.200376
